narasi,judul,label
foto penampakan tol cisumdawu cileunyisumedangdawuan yang memangkas dan menerobos bukit,foto penampakan tol cisumdawu cileunyisumedangdawuan yang memangkas dan menerobos bukit,1
ada yang mengaku berteman sama ahoktapi enggak pernah jenguk ahok kedlm selnyaskrg mengaku berteman sama romikok juga belum menjenguk romi sih dibohongi satu kali itu rasanya sakit sekalitapi real dibohongi kali itu hanya orang gila yang kuatdan saya bukan orang kuatsilakan kalian saja ya posting akun facebok dien cahyani hayati ningrum mingu,cawapres sandiaga uno berfoto dengan romi yang berada di dalam sel penjara,1
portal lawjusticeco memuat pemberitan proyek bandara kulonprogo atau nyia telah banjir pemberitanya berjudul belum diresmikan bandara baru yogya sudah terendam banjir,area proyek bandara kulonprogo terendam banjir,1
hore akhirnyasurat kabar luar negeri memberitakan jokowi tukang berbohong sadis cebong berani komen tidak iya,surat kabar luar negeri memberitakan jokowi tukang berbohong,1
tidak ada,tangkapan layar artikel kpk meminta jangan coblos calon yang bagi uang dan sembilan bahan pokok,1
katanya polisi harus netral nyatanya kok bebas acungkan jari,katanya polisi harus netral nyatanya kok bebas acungkan jari,1
papan elektronik masjid unsri diretas sholat no presiden no,papan elektronik masjid unsri diretas sholat no presiden no,0
gerakan juta mencegah kecurangan pilpres ketik supaya dibantu cyber seluruh dunia,foto di cuitan ketik supaya dibantu cyber seluruh dunia,1
penjelasan terkait video mobil berplat tni yang membawa logistik kampanye prabowosandi,penjelasan terkait video mobil berplat tni yang membawa logistik kampanye prabowosandi,0
penjelasan terkait video truk kontainer bergambar jokowimaruf amin,penjelasan terkait video truk kontainer bergambar jokowimaruf amin,0
driver ojek onlen berhasil bangun rumah mewah dan rumah kost dari hasil ngojek tahun,driver ojek onlen berhasil bangun rumah mewah dan rumah kost dari hasil ngojek tahun,1
diam tanpa banyak omong presiden ri jokowi sudah berkunjung ke christchurch new zealandkeren habis,jokowi sudah berkunjung ke christchurch,1
untuk tasikmalaya yang lebih baik santun peduli poligami contoh surat suara pemilihan umum angota dprd kabupaten tasikmalaya partai keadilan sejahtera hendrayani dapil vi bojongambir sodonghilir taraju salawu puspahiang posting akun facebok shiva zeisca rabu,foto baner caleg pks bernama hendrayani bertuliskan santun peduli poligami,1
video soal tidak ada lagi tahlil dan nu jadi fosil jika jokowimaruf kalah,video soal tidak ada lagi tahlil dan nu jadi fosil jika jokowimaruf kalah,0
hebat kecurangan kpu dan rezim partai komunis indonesia jokowi ini belum waktunya surat suara pencoblosan sudah bertebaran dan di miliki tki dan warga surat suarapun sudah sampai ke taiwan dan hongkong ini kecurangngan nyata atas kerja sama pemerintwh dan kpu,belum waktunya surat suara pencoblosan sudah bertebaran,1
terjemahan surat al kafirun dalam alquran diganti kata nonmuslim,terjemahan surat al kafirun dalam alquran diganti kata nonmuslim,1
jembatan di palembang dipenuhi pendukung jokowi saking penuhnya seperti tumpukan pasir,jembatan di palembang dipenuhi pendukung jokowi saking penuhnya seperti tumpukan pasir,1
perampokan wanita oleh supir taksi onlen di balikpapan,perampokan wanita oleh supir taksi onlen di balikpapan,1
ternyata begini cara presiden mengajarkan politik kepada rakyatnya nilailah sendiri oleh kalian,ternyata begini cara presiden mengajarkan politik,1
video modus pembiusan cewek di salah satu wc umum mal di jakarta,video modus pembiusan cewek di salah satu wc umum mal di jakarta,1
klarifikasi bukalapak terkait kabar peretasan situsnya,klarifikasi bukalapak terkait kabar peretasan situsnya,0
kecelakan helikopter di antara tasik dan ciamis ada korban luka orang termasuk pilot salah satu korban caleg dari p bawa uang ribu an sekarung berita selengkapnya di posting akun facebok afif azamroni senin,caleg p jadi korban kecelakan helikopter di tasikmalaya dengan membawa uang pecahan rp ribu sebanyak satu karung,1
indochina di foto kontainer southern hauliers,indochina di foto kontainer southern hauliers,0
suasana sholat jenazah para korban teroris di new zealand insya alah surga menanti wahai para syahid,suasana sholat jenazah para korban teroris di new zealand,1
cuitan akun twiter liesugiyarti yang membahas pernyatan sandiaga uno sat debat cawapres,cuitan akun twiter liesugiyarti yang membahas pernyatan sandiaga uno sat debat cawapres,1
dikabarkan bahwa umat islam new zealand membakar gereja stjohn di new zealand membalas kejadian penembakan umat muslim di mesjid new zealand,umat islam new zealand membakar gereja,1
saudari kita ini adalah hafizah alquran yang syahid pertama di masjid new zealand,foto di cuitan saudari kita ini oleh pedjoeang islam,1
pks ingin dikenal di indonesia dengan program andalanya poligami sejahtera,poster launching pusat poligami pks cikarang utara,1
informasi jumlah korban meningal total orang orang di masjid anur orang di masjid linwod dan meningal setelah kritis di rumah sakit semoga jamah yang wafat dalam peristiwa ini diganjar oleh allah dengan sebaikbaiknya ganjaran insyalahusnul khotimah amin,foto di cuitan jumlah korban meningal oleh pedjoeang islam,1
klarifikasi keluarga zulfirman syah korban penembakan brutal di masjid christchurch,klarifikasi keluarga zulfirman syah korban penembakan brutal di masjid christchurch,0
maka jangan heran di tahun ini meskipun indonesia itu mayoritasnya masih muslim tapi sekarang ini kelompok homo lesbi sudah dilindungi hukum kamu salinan narasi selengkapnya di bagian referensi,homo lesbi sudah dilindungi hukum kamu,1
tidak ada,pesan berantai bakso tikus,1
mobil ris yang ditumpangi prabowo subianto di cianjur milik mantan pemimpin isis regional indonesia,mobil ris yang ditumpangi prabowo subianto di cianjur milik mantan pemimpin isis regional indonesia,0
maklumat masyayikh pondok pesantren lirboyo kota kediri jawa timur bismilahirohmanirohim dengan senantiasa memohon rahmat taufiq dan ridlo alah swt masyayikh pondok pesantren lirboyo menginstruksikan kepada santri alumni untuk mengunakan hak pilihnya dalam pemilu menciptakan pemilu yang aman damai dan beradab memilih pasangan calon presiden dan wakil presiden nomor urut prabowo subianto dan sandiaga uno hasil ijtima ulama lirboyo maret pengasuh pondok pesantren lirboyo kah anwar mansher ketua umum pengurus pusat himpunan alumni santri lirboyo himasal kah abduloh kafabihi mahrus posting akun facebok arief wicaksono,maklumat masyayikh pondok pesantren lirboyo dukung prabowo sandi,1
kwik kian gie meminta kpk selidiki apel kebangsan pemprov jateng,kwik kian gie meminta kpk selidiki apel kebangsan pemprov jateng,1
untung ketemu ini videonya kesaksian mahfud md adalah agenda lgbt zina yang diusung jokowi ke dewan perwakilan rakyat ri agar di sahkan masih mau dukung lgbt di tiongkok cina ternyata enggak dilarang dan simbol jari lgbt yang dipakai aktivis mereka nyatanya saya perhatin mirip memper persis dengan simbol jari tim kampanye pilpres paslon disini iya,saling menyerang mengunakan klaim mirip,1
informasi yang melintas dijalanan jakarta barat besok ada uji coba bukti pelanggaran ectv berikut daftar jalan yang akan diuji coba antara lain jangan lupa juga untuk teman yang kerja atau perjalanan ke jakarta barat informasi mulai maret akan dipasang ratusan ctv di tempat yang rawan pelangaran lalu lintas seperti trafic terang maupun tempat lain tujuan pemasangan ctv tersebut adalah untuk menangkap secara detail visual para pelangar lalin selanjutnya akan dilakukan penilangan secara elektronik dan dikirim surat kerumah alamat sesuai nopol bahkan ctv tersebut dapat menangkap gambar wajah dan nopol secara jelas khususnya rekan jika berhenti dilampu merah jangan melebihi stop line lebih baik ambil belakangnya stop line bahwa pemerintah kota jakarta barat akan mengandeng kerja sama satlantas polres jakarta barat kejaksan negeri pengadilan negeri dan dishub jakarta barat maupun instansi lain mari bersama sama tertib lalu lintas di jalan dengan moto keselamatan sebagai kebutuhan no aplikasi dilapangan akan segera di publikasikan,uji coba bukti pelanggaran elektronik di jakarta barat,1
informasi dari pertuni ini masukan saja tadi dari pertuni persatuan tunanetra indonesia yang di jakarta mengecek surat suara yang braile ke kpu ternyata hampir salah semua yang no hurufnya timbul sedangkan no tidak teraba penyandang cacat kita kasihan jumlahnya kisaran jutan viralkan agar cepat tertangani,masukan persatuan tunanetra indonesia terkait braile surat suara di jakarta salah semua,1
satsat terakhir korban kecelakan pesawat ethiopian airlines boeing max,satsat terakhir korban kecelakan pesawat ethiopian airlines boeing max,1
penjelasan iwan fals terkait foto salam jari dan poster dukungan dirinya kepada jokowi,penjelasan iwan fals terkait foto salam jari dan poster dukungan dirinya kepada jokowi,0
bmkg kupang bantah terkait informasi prakiran badai di nanti yang beredar di media sosial,bmkg kupang bantah terkait informasi prakiran badai di nanti yang beredar di media sosial,0
berawal dari got nyungsepnya juga di got,mobil tetap jokowi masuk got,1
direktur lalulintas kombes pol wibowo saya sudah lihat foto yang tersebar di media sosial itu dan saya menduga itu foto hasil rekayasa apalagi pangung kegiatan yang digelar polres serang kota pada acara mrsf tidak sama dengan foto tersebut,kepolisian angkat bicara terkait foto kompak penonton yang acungkan salam dua jari di milenial road safety festival,0
ingat alahu akbar april jangan pilih caleg non muslim caleg non muslim dapil jateng pemalang batang pekalongan hendrawan pdip no urut elen pdip no urut ramson gerindra no urut david perindo no urut johnatan nasdem no urut isi selebaran yang mencatut beberapa logo organisasi diantaranya gp ansor,gp ansor kota pekalongan mengajak jangan pilih caleg nonmuslim di dapil jateng,1
informasi pembagian kursi roda gratis di palembang,informasi pembagian kursi roda gratis di palembang,1
video kebakaran spbu yang semula disebut spbu medalem di desa prayungan kecamatan sumberejo kabupaten bojonegoro,informasi kebakaran spbu medalem bojonegoro,1
no hrdpt pertamina perseroi lampiran empat rangkap hal pangilan seleksi rekruitmen karyawan kepada yang terhormat peserta tes calon karyawan pt pertamina persero di tempat berdasarkan hasil evaluasi tim seleksi terhadap lamaran kerja saudara yang kami terima dengan ini kami sampaikan bahwa berkas lamaran saudara memenuhi persyaratan yang ditetapkan sehinga saudara dapat mengikuti tes seleksi calon karyawan pt pertamina persero untuk dapat mengikuti seleksi ini saudara di wajibkan membawa ktp sim kartu identitas diri asli serta surat pangilan tes yang sudah di kirim via email ke masingmasing peserta surat mesti di print peserta yang namanya terdaftar diharapkan untuk mengikuti pengarahan yang akan diselengarakan pada haritgl rabu maret sd kamis maret waktu pkl wib tempat gedung perwira lantai alamat jalan medan merdeka timur jakarta pusat,surat pernyatan orang lolos seleksi di pt pertamina,1
polrestabes medan akbp putu yudha prawira informasi tersebut tidak benar,kepolisian medan angkat bicara terkait foto korban begal yang alami putus tangan,0
mozaik betawi pilih nomor,mozaik betawi pilih nomor,1
video prabowo subianto nabok tangan pendukungnya sendiri,video prabowo subianto nabok tangan pendukungnya sendiri,1
inalilahi ternyata presiden sekarang sebenarnya kristen dan pemerintahan sekarang di kuasai kristen pantas banyak kebijakanya yang anti islam,inalilahi ternyata presiden sekarang sebenarnya kristen dan pemerintahan sekarang di kuasai kristen pantas banyak kebijakanya yang anti islam,1
penjelasan terkait ungahan yang berisi berita berjudul tanahnya dipatok rp per meter warga demo bawa foto jokowi isu bohong ganti untung,penjelasan terkait ungahan yang berisi berita berjudul tanahnya dipatok rp per meter warga demo bawa foto jokowi isu bohong ganti untung,0
klarifikasi lipi terkait isu pemusnahan buku tesis dan disertasi,klarifikasi lipi terkait isu pemusnahan buku tesis dan disertasi,0
karena ada acara milenial road safety festival dan pembersihan jembatan suramadu jembatan suramadu ditutup sementara maret pukul wib tiket kapal untuk kendaran gratis arus lalin madura surabaya dialihkan ke dermaga kamal madura maf perjalanan anda tergangu,dinas perhubungan beri penjelasan terkait flyer tiket kapal digratiskan sat jembatan suramadu ditutup,0
waspada bagi ketuangota tps hati dan jeli memperhatikan jari tangan palsu kecurangan tempo dulu jangan sampai terulang kembali demokrasi di negeri kita rusak lemah tidak berdaya sebelum masuk di haruskan cek telunjuk tangan dan badan wajib ganti presiden save indonesia raya,jeli memperhatikan jari tangan palsu,1
pantesan kampanye selalu sepi uang transpomasa ditilep tim suksesnya sendiri tertawa sumpah cuit akun twiter akihitokanbara jumat,pantesan kampanye selalu sepi uang transpomasa ditilep tim suksesnya sendiri,1
dokumen negara diangkut kontainer bertuliskan huruf cina,dokumen negara diangkut kontainer bertuliskan huruf cina,1
pesawat pribadi prabowo dilarang mendarat di bandara syamsudin nor banjarmasin,pesawat pribadi prabowo dilarang mendarat di bandara syamsudin nor banjarmasin,1
antisipasi pasca pemilu bila terjadi sesuatu maka pasukan asing akan masuk ke nkri dengan dalih melindungi warga asing yang ada disini ini dugan sementara sekarang pertanyanya dimanakah pasukan asing itu sendiri anda tidak sadar bahwa mereka sudah ada disekitarmu tanpa anda sadari karena memang sudah dipersikahkan oleh rezimnowu know,pasukan asing akan masuk nkri melindungi warga asing,1
setelah jokowi menangpemerintah china memerintahkan kepada pejabat indochina melalui partai pdip psi perindo partai garuda partai hanura agar segera membatasi kepemilikan alquran pada tiap tiap warga negara agar pemusnahan islam semakin cepat tercapaikarena hal tersebut sangat mengangu kepentingan politik china di indonesia,program percetakan alquran dihentikan mantan menag menangis,1
